ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.023,0.023,E:\Repositories\bomberman_rl\environment.py:334(__init__)
4,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\environment.py:343(<listcomp>)
4,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\environment.py:344(<listcomp>)
1,0.000,0.000,0.020,0.020,E:\Repositories\bomberman_rl\environment.py:339(setup_agents)
1,0.000,0.000,0.001,0.001,E:\Repositories\bomberman_rl\environment.py:349(build_arena)
1621,0.005,0.000,0.008,0.000,E:\Repositories\bomberman_rl\environment.py:406(<listcomp>)
1621,0.003,0.000,0.004,0.000,E:\Repositories\bomberman_rl\environment.py:407(<listcomp>)
1621,0.003,0.000,0.003,0.000,E:\Repositories\bomberman_rl\environment.py:408(<listcomp>)
1621,0.031,0.000,0.061,0.000,E:\Repositories\bomberman_rl\environment.py:397(get_state_for_agent)
237,0.022,0.000,9.070,0.038,E:\Repositories\bomberman_rl\environment.py:421(poll_and_run_agents)
237,0.003,0.000,0.027,0.000,E:\Repositories\bomberman_rl\environment.py:463(send_game_events)
1,0.003,0.003,0.096,0.096,E:\Repositories\bomberman_rl\environment.py:515(__init__)
3094,0.012,0.000,0.043,0.000,E:\Repositories\bomberman_rl\environment.py:543(render_text)
952,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\environment.py:595(<lambda>)
238,0.242,0.001,1.628,0.007,E:\Repositories\bomberman_rl\environment.py:554(render)
4,0.000,0.000,0.009,0.002,E:\Repositories\bomberman_rl\agents.py:56(__init__)
4,0.000,0.000,0.005,0.001,E:\Repositories\bomberman_rl\agents.py:107(setup)
4,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agents.py:118(start_round)
820,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\agents.py:133(base_timeout)
1020,0.002,0.000,0.003,0.000,E:\Repositories\bomberman_rl\agents.py:137(add_event)
2540,0.003,0.000,0.003,0.000,E:\Repositories\bomberman_rl\agents.py:142(note_stat)
5693,0.004,0.000,0.004,0.000,E:\Repositories\bomberman_rl\agents.py:146(get_state)
8,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agents.py:150(update_score)
815,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\agents.py:167(store_game_state)
815,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agents.py:170(reset_game_events)
806,0.003,0.000,8.735,0.011,E:\Repositories\bomberman_rl\agents.py:173(act)
806,0.004,0.000,0.020,0.000,E:\Repositories\bomberman_rl\agents.py:176(wait_for_act)
1771,0.003,0.000,0.052,0.000,E:\Repositories\bomberman_rl\agents.py:187(render)
4,0.001,0.000,0.010,0.002,E:\Repositories\bomberman_rl\agents.py:199(__init__)
810,0.019,0.000,8.400,0.010,E:\Repositories\bomberman_rl\agents.py:235(process_event)
4,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agents.py:263(__init__)
4,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agents.py:276(get)
810,0.003,0.000,0.015,0.000,E:\Repositories\bomberman_rl\agents.py:279(get_with_time)
4,0.000,0.000,0.001,0.000,E:\Repositories\bomberman_rl\agents.py:296(__init__)
4,0.000,0.000,0.010,0.002,E:\Repositories\bomberman_rl\agents.py:300(start)
810,0.012,0.000,8.737,0.011,E:\Repositories\bomberman_rl\agents.py:303(send_event)
1,0.000,0.000,0.006,0.006,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\context.py:70(RLock)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\context.py:197(get_start_method)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\context.py:233(get_context)
4440,0.002,0.000,0.002,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\process.py:37(current_process)
4439,0.002,0.000,0.002,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\process.py:189(name)
148,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\items.py:8(__init__)
373,0.001,0.000,0.010,0.000,E:\Repositories\bomberman_rl\items.py:14(render)
9,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\items.py:24(__init__)
759,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\items.py:30(get_state)
70,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\items.py:37(__init__)
1950,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\items.py:48(get_state)
69,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\items.py:51(get_blast_coords)
69,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\items.py:81(__init__)
2187,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\items.py:89(is_dangerous)
136,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\items.py:92(next_stage)
274,0.007,0.000,0.099,0.000,E:\Repositories\bomberman_rl\items.py:99(render)
1,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:1(<module>)
806,5.610,0.007,8.356,0.010,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:85(act)
2828,0.009,0.000,0.010,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:175(<genexpr>)
806,0.016,0.000,0.016,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:154(<listcomp>)
806,0.075,0.000,0.075,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:147(<listcomp>)
806,0.245,0.000,0.313,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:145(<listcomp>)
966,0.003,0.000,0.003,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:107(<listcomp>)
806,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:103(<listcomp>)
806,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:102(<listcomp>)
4,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:78(reset_self)
4,0.000,0.000,0.003,0.001,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:59(setup)
806,0.942,0.001,1.976,0.002,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:9(look_for_targets)
31204,0.067,0.000,0.067,0.000,E:\Repositories\bomberman_rl\agent_code\rule_based_agent\callbacks.py:44(<listcomp>)
1,0.000,0.000,0.002,0.002,D:\Programme\anaconda3\envs\fml\lib\site-packages\pygame\pkgdata.py:47(getResource)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\pygame\pkgdata.py:1(<module>)
1,0.000,0.000,0.001,0.001,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:50(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:90(_make_methods)
1,0.000,0.000,0.001,0.001,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:114(_make_name)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:46(SemLock)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:123(Semaphore)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:142(BoundedSemaphore)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:159(Lock)
1,0.000,0.000,0.001,0.001,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:186(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:184(RLock)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:210(Condition)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:321(Event)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:360(Barrier)
1,0.000,0.000,0.004,0.004,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\synchronize.py:10(<module>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\util.py:48(debug)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\util.py:108(_platform_supports_abstract_sockets)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\util.py:182(Finalize)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\util.py:368(ForkAwareThreadLock)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\util.py:385(ForkAwareLocal)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\multiprocessing\util.py:10(<module>)
18,0.000,0.000,0.000,0.000,{built-in method __new__ of type object at 0x00007FFA2CCC3C60}
1,0.000,0.000,0.000,0.000,{built-in method _abc._abc_instancecheck}
2/1,0.000,0.000,0.000,0.000,{built-in method _abc._abc_subclasscheck}
4439,0.007,0.000,0.007,0.000,{built-in method _codecs.charmap_encode}
1687,0.001,0.000,0.001,0.000,{method 'append' of 'collections.deque' objects}
806,0.002,0.000,0.002,0.000,{method 'count' of 'collections.deque' objects}
810,0.000,0.000,0.000,0.000,{method 'popleft' of 'collections.deque' objects}
5,0.000,0.000,0.000,0.000,{built-in method _locale._getdefaultlocale}
1,0.000,0.000,0.000,0.000,{function Random.seed at 0x0000019C614E0A60}
86813,0.010,0.000,0.010,0.000,{method 'getrandbits' of '_random.Random' objects}
35,0.000,0.000,0.000,0.000,{method 'match' of 're.Pattern' objects}
5,0.000,0.000,0.000,0.000,{method 'search' of 're.Pattern' objects}
7,0.000,0.000,0.000,0.000,{method 'sub' of 're.Pattern' objects}
8,0.000,0.000,0.000,0.000,{method 'finditer' of 're.Pattern' objects}
3,0.000,0.000,0.000,0.000,{method 'group' of 're.Match' objects}
1,0.000,0.000,0.000,0.000,{method 'groups' of 're.Match' objects}
6,0.000,0.000,0.000,0.000,{built-in method _sre.compile}
1,0.000,0.000,0.000,0.000,{built-in method _struct.unpack}
2,0.000,0.000,0.000,0.000,{built-in method _weakref.proxy}
2,0.000,0.000,0.000,0.000,{built-in method atexit.register}
1,0.000,0.000,0.000,0.000,{built-in method now}
2,0.000,0.000,0.000,0.000,{built-in method utcfromtimestamp}
1,0.000,0.000,0.000,0.000,{method 'strftime' of 'datetime.date' objects}
82,0.004,0.000,0.004,0.000,{built-in method nt.stat}
1620,0.308,0.000,0.308,0.000,{built-in method nt.chdir}
810,0.001,0.000,0.001,0.000,{built-in method nt.getcwd}
2,0.000,0.000,0.000,0.000,{built-in method nt.listdir}
4440,0.002,0.000,0.002,0.000,{built-in method nt.getpid}
7,0.000,0.000,0.000,0.000,{built-in method nt._getfullpathname}
3,0.000,0.000,0.000,0.000,{built-in method nt._path_splitroot}
4,0.000,0.000,0.000,0.000,{built-in method nt.urandom}
23,0.001,0.000,0.001,0.000,{built-in method nt.get_terminal_size}
19672,0.003,0.000,0.003,0.000,{built-in method nt.fspath}
1624,0.002,0.000,0.002,0.000,{method 'acquire' of '_thread.lock' objects}
1,0.000,0.000,0.000,0.000,{method 'release' of '_thread.lock' objects}
1621,0.001,0.000,0.001,0.000,{method '__enter__' of '_thread.lock' objects}
1647,0.000,0.000,0.000,0.000,{method '__exit__' of '_thread.lock' objects}
8938,0.003,0.000,0.003,0.000,{method 'acquire' of '_thread.RLock' objects}
8938,0.002,0.000,0.002,0.000,{method 'release' of '_thread.RLock' objects}
1,0.000,0.000,0.000,0.000,{method '__exit__' of '_thread.RLock' objects}
1,0.000,0.000,0.000,0.000,{built-in method _thread.start_new_thread}
33,0.000,0.000,0.000,0.000,{built-in method _thread.allocate_lock}
8905,0.002,0.000,0.002,0.000,{built-in method _thread.get_ident}
7283,0.003,0.000,0.003,0.000,{built-in method time.time}
236,18.318,0.078,18.318,0.078,{built-in method time.sleep}
4439,0.026,0.000,0.026,0.000,{built-in method time.localtime}
4439,0.034,0.000,0.034,0.000,{built-in method time.strftime}
4,0.000,0.000,0.000,0.000,{method 'read' of '_io.BufferedReader' objects}
4,0.000,0.000,0.000,0.000,{method '__exit__' of '_io._IOBase' objects}
4442,0.015,0.000,0.027,0.000,{method 'write' of '_io.TextIOWrapper' objects}
4446,0.113,0.000,0.113,0.000,{method 'flush' of '_io.TextIOWrapper' objects}
23,0.000,0.000,0.000,0.000,{method 'fileno' of '_io.TextIOWrapper' objects}
6,0.004,0.001,0.004,0.001,{built-in method io.open}
4,0.001,0.000,0.001,0.000,{built-in method io.open_code}
9,0.000,0.000,0.000,0.000,{method 'find' of 'bytearray' objects}
1,0.000,0.000,0.000,0.000,{method 'translate' of 'bytearray' objects}
2,0.000,0.000,0.000,0.000,{method 'setter' of 'property' objects}
9061,0.003,0.000,0.003,0.000,{method 'get' of 'dict' objects}
164,0.000,0.000,0.000,0.000,{method 'setdefault' of 'dict' objects}
61,0.000,0.000,0.000,0.000,{method 'pop' of 'dict' objects}
32706,0.006,0.000,0.006,0.000,{method 'items' of 'dict' objects}
9,0.000,0.000,0.000,0.000,{method 'values' of 'dict' objects}
2,0.000,0.000,0.000,0.000,{method 'update' of 'dict' objects}
2,0.000,0.000,0.000,0.000,{built-in method fromkeys}
63,0.000,0.000,0.000,0.000,{method 'clear' of 'dict' objects}
44991,0.007,0.000,0.007,0.000,{method 'append' of 'list' objects}
618,0.000,0.000,0.000,0.000,{method 'extend' of 'list' objects}
33213,0.009,0.000,0.009,0.000,{method 'pop' of 'list' objects}
4,0.000,0.000,0.000,0.000,{method 'remove' of 'list' objects}
111012,0.068,0.000,0.068,0.000,{method 'count' of 'list' objects}
32,0.000,0.000,0.000,0.000,{method 'reverse' of 'list' objects}
46205,0.006,0.000,0.006,0.000,{method 'bit_length' of 'int' objects}
16,0.000,0.000,0.000,0.000,{built-in method from_bytes}
24,0.000,0.000,0.000,0.000,{method 'add' of 'set' objects}
1,0.000,0.000,0.000,0.000,{method 'difference' of 'set' objects}
3,0.000,0.000,0.000,0.000,{method 'remove' of 'set' objects}
1,0.000,0.000,0.000,0.000,{method 'encode' of 'str' objects}
9959,0.003,0.000,0.003,0.000,{method 'replace' of 'str' objects}
33,0.000,0.000,0.000,0.000,{method 'split' of 'str' objects}
148,0.000,0.000,0.000,0.000,{method 'join' of 'str' objects}
4493,0.004,0.000,0.004,0.000,{method 'find' of 'str' objects}
12,0.000,0.000,0.000,0.000,{method 'partition' of 'str' objects}
9,0.000,0.000,0.000,0.000,{method 'index' of 'str' objects}
4520,0.001,0.000,0.001,0.000,{method 'lower' of 'str' objects}
33,0.000,0.000,0.000,0.000,{method 'lstrip' of 'str' objects}
13342,0.006,0.000,0.006,0.000,{method 'rfind' of 'str' objects}
5545,0.002,0.000,0.002,0.000,{method 'rstrip' of 'str' objects}
54,0.000,0.000,0.000,0.000,{method 'rpartition' of 'str' objects}
2,0.000,0.000,0.000,0.000,{method 'strip' of 'str' objects}
82,0.000,0.000,0.000,0.000,{method 'upper' of 'str' objects}
250,0.000,0.000,0.000,0.000,{method 'startswith' of 'str' objects}
324,0.000,0.000,0.000,0.000,{method 'endswith' of 'str' objects}
45,0.000,0.000,0.000,0.000,{method 'isalnum' of 'str' objects}
12,0.000,0.000,0.000,0.000,{method 'isidentifier' of 'str' objects}
12,0.000,0.000,0.000,0.000,{method 'format' of 'str' objects}
11,0.000,0.000,0.000,0.000,{built-in method builtins.__build_class__}
1,0.000,0.000,0.002,0.002,{built-in method builtins.__import__}
4497,0.001,0.000,0.001,0.000,{built-in method builtins.abs}
1,0.000,0.000,0.000,0.000,{built-in method builtins.all}
239,0.005,0.000,0.007,0.000,{built-in method builtins.any}
77,0.000,0.000,0.000,0.000,{built-in method builtins.callable}
6,0.000,0.000,0.000,0.000,{built-in method builtins.divmod}
4/3,0.002,0.000,0.005,0.002,{built-in method builtins.exec}
1725/1721,0.001,0.000,0.001,0.000,{built-in method builtins.getattr}
13437,0.005,0.000,0.005,0.000,{built-in method builtins.hasattr}
10,0.000,0.000,0.000,0.000,{built-in method builtins.id}
53724,0.012,0.000,0.012,0.000,{built-in method builtins.isinstance}
8,0.000,0.000,0.000,0.000,{built-in method builtins.iter}
81207/81188,0.011,0.000,0.011,0.000,{built-in method builtins.len}
12446,0.009,0.000,0.010,0.000,{built-in method builtins.max}
13397,0.025,0.000,0.035,0.000,{built-in method builtins.min}
3,0.000,0.000,0.001,0.000,{built-in method builtins.next}
53,0.000,0.000,0.000,0.000,{built-in method builtins.ord}
48,0.000,0.000,0.000,0.000,{built-in method builtins.setattr}
6,0.001,0.000,0.002,0.000,{built-in method builtins.sum}
1,0.000,0.000,0.000,0.000,{built-in method builtins.vars}
47,0.000,0.000,0.000,0.000,{built-in method _imp.acquire_lock}
47,0.000,0.000,0.000,0.000,{built-in method _imp.release_lock}
2,0.000,0.000,0.000,0.000,{built-in method _imp.is_builtin}
7,0.000,0.000,0.000,0.000,{built-in method _imp.is_frozen}
1,0.001,0.001,0.001,0.001,{built-in method _imp.create_dynamic}
1,0.000,0.000,0.000,0.000,{built-in method _imp.exec_dynamic}
4,0.000,0.000,0.000,0.000,{built-in method _imp._fix_co_filename}
4,0.000,0.000,0.000,0.000,{built-in method marshal.loads}
1,0.000,0.000,0.000,0.000,{built-in method sys.audit}
8,0.000,0.000,0.000,0.000,{built-in method sys.getrecursionlimit}
4439,0.002,0.000,0.002,0.000,{built-in method sys._getframe}
16,0.000,0.000,0.000,0.000,{built-in method sys.intern}
1,0.000,0.000,0.000,0.000,{method 'disable' of '_lsprof.Profiler' objects}
2,0.000,0.000,0.000,0.000,{method 'copy' of 'numpy.ndarray' objects}
32693,0.048,0.000,0.144,0.000,{method 'min' of 'numpy.ndarray' objects}
2,0.000,0.000,0.000,0.000,{method 'reshape' of 'numpy.ndarray' objects}
1626,0.006,0.000,0.006,0.000,{built-in method numpy.array}
4,0.000,0.000,0.000,0.000,{built-in method numpy.asanyarray}
2,0.000,0.000,0.000,0.000,{built-in method numpy.arange}
1622,0.003,0.000,0.003,0.000,{built-in method numpy.zeros}
806,0.003,0.000,0.003,0.000,{built-in method numpy.empty}
33749/33747,0.052,0.000,0.385,0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
1,0.000,0.000,0.000,0.000,{built-in method numpy.core._multiarray_umath.normalize_axis_index}
10,0.000,0.000,0.000,0.000,{built-in method numpy.seterrobj}
20,0.000,0.000,0.000,0.000,{built-in method numpy.geterrobj}
2,0.000,0.000,0.000,0.000,{method '__exit__' of 'numpy.nditer' objects}
65386,0.193,0.000,0.193,0.000,{method 'reduce' of 'numpy.ufunc' objects}
1256,0.000,0.000,0.000,0.000,{built-in method unicodedata.east_asian_width}
1,0.000,0.000,0.000,0.000,{method 'random' of 'numpy.random._generator.Generator' objects}
240,0.006,0.000,0.007,0.000,{method 'permutation' of 'numpy.random._generator.Generator' objects}
1,0.000,0.000,0.000,0.000,{numpy.random._generator.default_rng}
5,0.001,0.000,0.001,0.000,{function SeedSequence.generate_state at 0x0000019C64A190D0}
4,0.000,0.000,0.001,0.000,{method 'seed' of 'numpy.random.mtrand.RandomState' objects}
1,0.001,0.001,0.001,0.001,{method 'convert' of 'pygame.Surface' objects}
5,0.000,0.000,0.000,0.000,{method 'fill' of 'pygame.Surface' objects}
45059,1.304,0.000,1.304,0.000,{method 'blit' of 'pygame.Surface' objects}
3368,0.001,0.000,0.001,0.000,{method 'get_rect' of 'pygame.Surface' objects}
274,0.005,0.000,0.005,0.000,{built-in method pygame.transform.rotate}
5,0.000,0.000,0.000,0.000,{method 'acquire' of '_multiprocessing.SemLock' objects}
5,0.000,0.000,0.000,0.000,{method 'release' of '_multiprocessing.SemLock' objects}
3094,0.016,0.000,0.016,0.000,{method 'render' of 'pygame.font.Font' objects}
19,0.004,0.000,0.005,0.000,{built-in method pygame.image.load}
238,0.208,0.001,0.208,0.001,{built-in method pygame.event.get}
1,0.086,0.086,0.090,0.090,{built-in method pygame.display.set_mode}
238,0.083,0.000,0.083,0.000,{built-in method pygame.display.flip}
239,0.034,0.000,0.034,0.000,{built-in method pygame.display.set_caption}
1,0.001,0.001,0.001,0.001,{built-in method pygame.display.set_icon}


